,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
0,11.328976034858387,9.515655577299412,9.850346213982577,10.573403822692152,8.86355277675616,11.638513513513514,10.077167498865183,9.374570446735394,10.544174940304135,5.411550704865848,6.837791199309749,9.509388249545731,6.969026548672566,5.334367459496725,5.244211731980692,7.330534825870647,8.539146809589338,5.838782864006406,4.48269339890297,6.10065170166546,3.1052721378604335,4.677588394285399,4.82162617905886,3.710034184596823,4.294716432380029,5.354155047406581,2.933650961708135,4.170059572279603,3.0897720727392413,2.358622341062378,3.996412975670618,6.602181981779327,5.328128297109095,5.0919897158502785,4.019190442905255,2.577965118054919,-2.4238453979692105,3.6436876316030395,3.3507051791655624,2.538389219680351,0.7390531229162036,3.105521540073915,4.199657607532634,1.4658314935565024,3.387729285262492,3.5826155050900548,3.9406539406539403,5.64369488135285
1,13.39662447257384,17.302325581395348,26.94007023903931,11.08433734939759,2.74765003615329,1.7906012979904604,5.584575203564296,12.819206984357947,10.214741729541498,13.650459306067523,0.278006589785832,1.1448814046616695,4.5276889497995025,-1.2722769873257904,-3.1626580099355666,3.7180008126777735,8.388834476003918,4.879591560113857,1.2794554775341405,3.1050616758826033,3.283828382838284,2.7041060872343823,2.667911173336445,2.0985643395583167,4.57091974919304,3.796345573886819,2.3790804990599894,6.98808053153484,4.936961677693172,3.360494855171593,3.567729312924387,2.833648183131459,5.5624594769829265,5.328214971209213,6.67930121243045,9.026101216234682,-1.2764001754789112,5.070041051250581,5.894791960365731,2.1832981495216903,-1.6490163598801393,5.803985390685616,3.0745841531032014,-2.234985857814642,1.7944303437993647,4.392174640814619,3.1250521955537742,2.8505717339898284
2,9.212481426448738,7.793974732750243,5.030652722683015,8.309012875536482,8.7018544935806,13.26917468649752,12.1524201853759,11.007805325987144,11.301830214041981,3.5024154589371985,7.180683960147204,9.3710744493761,7.197549770290965,5.235714285714286,3.712753682210005,5.0,4.730740463724757,3.094685472832232,2.355250245338567,3.2598274209012463,3.5010104320279645,4.849604221635884,4.449141879309477,4.741483159061341,4.908681050742972,6.003332748640589,3.255698506598271,5.721153846153846,2.349552827042595,1.277399289099526,3.8021423609841696,6.438206600218363,6.968664173918798,7.349893278064775,3.3685848485721697,-0.3456735057983943,-6.2213270672485175,0.966471781410333,3.92046797447412,3.1186922530206114,1.2874944861049846,4.006641443697434,3.7266755646279868,2.480131197174215,4.0597764537889605,4.268105141126647,3.9413673390665065,8.382815228780998
3,16.12442922374429,9.437208159252888,7.0963395463732315,10.02306563220801,9.319611206403659,14.12133891213389,8.310418576229758,7.150916784203103,13.097275240226406,5.027932960893855,5.4188829787234045,10.827288972984338,5.89964905624585,4.8634124496193465,3.681243594123676,7.274075294505314,7.0956842266932885,4.84726803384483,4.630009574613596,7.444931041244526,3.1512349434237743,4.7298891247935835,4.752787476067125,4.601655735942372,3.746530989824237,5.057710407688116,3.126178800452659,4.160760824836542,4.7934682410780916,1.8137645038327816,5.303217312597712,5.7198671615549905,4.316493588085295,4.9243631983561835,5.692676503359557,3.2041657349135866,-2.5815637961988482,2.84379766141332,5.826922482775666,6.656351268502029,0.19708209016505626,5.586668487911488,3.0840879689521343,2.203704633301541,2.831532416502947,3.756597330021733,3.088891957832712,5.463517013485755
4,8.333333333333332,9.929772987097827,8.750557123755758,8.94808743169399,8.852664576802507,11.289022002073494,11.35493220163544,11.03364937720766,10.154876517371285,4.825961392308861,5.720292902196766,9.004251817309012,5.6621579112928595,4.721643346233998,5.083011143961793,6.076182231360242,4.876307064524356,4.493944847040514,1.7314405399115662,3.756233700873862,1.4772025751829967,2.468170164689523,4.444255968788431,5.20930610256202,4.858752701451065,7.070037908063745,5.778220816719373,8.569200272966562,1.903621670158635,0.24966222170005287,3.3430019630248164,5.097527784078022,5.02292959266253,7.227987259837667,3.9261246586499308,0.41949982712919215,-4.310602061193105,3.741994291059992,5.375846840389373,5.661122569886339,0.8202849192175106,5.7323528805948625,6.4287384087898385,3.7249231219797925,4.014682266574902,4.61640256523362,4.621896437085448,8.802876939531568
5,10.169826224328595,10.091414231941208,8.5965483555845,8.110944527736132,8.916932464290667,12.35039470333588,11.28739800543971,12.209775967413442,12.4058444504946,6.814145002422089,5.396825396825397,7.788296041308089,4.677312042581503,2.9682832263395413,2.993827160493827,5.741684147437819,7.294677775888454,4.875858425779186,3.505767390318844,5.236264538420361,4.689017341040462,4.355316047528602,5.798941798941799,5.36507301460292,5.084295261239368,8.043360433604336,4.695495133942009,8.701485385721131,2.5507655235240527,-1.3152993093962233,1.2137754805737848,2.762795501491852,5.5222088835534215,6.190967537106119,4.825971049156638,2.089176213338404,-6.658440621144041,1.7259870800389094,6.987863184994484,4.471181391085138,3.8454788750932307,7.112528781765564,2.9897842464402635,0.05553215120064341,5.50037319859907,5.6997732426303855,4.429608526267012,4.811990533789114
6,8.948275862068966,8.862161734451654,7.0940543683674955,7.927243111171441,10.074204502578292,11.060329067641682,12.222222222222221,13.357169050238356,11.77517185604529,7.647782360176543,6.183626831563382,11.229269527788327,6.664010926473936,6.834551565917943,8.334998002397123,9.427004102705942,8.092509899738817,2.8644919911142286,0.735015533833447,7.41687979539642,3.000700280112045,2.620933473841656,5.273618656419769,4.439899307740718,6.13720586906089,7.377654138753265,4.951489676685965,8.488664987405542,4.836312978871604,-1.0098996744402364,0.6711859856366199,4.980332022134809,5.2923493797366525,7.957698339297921,7.426996424314661,5.69655363705707,-2.109234049532557,3.481670129347899,2.3752469155791585,1.6938430150721977,-2.177293934681182,4.680445151033386,2.9114270092946968,2.1457770694057055,2.285631727226757,4.423916267638459,2.5226906897158083,3.714014301923635
7,9.786999632757988,7.4761665830406425,6.504824151882975,8.562244301578025,7.281292059219381,9.095471082674695,9.786108555657774,13.218812192311722,10.121195300212786,7.04864319919348,5.407314393344844,9.232372868736505,7.306932042805535,4.8275423997967355,6.495788644488881,7.681365576102419,9.416116248348745,3.621963587192737,3.681782168989141,2.548658246055648,2.182870167441045,2.616678105696637,4.096647437505226,5.32085776242872,3.2104319975597666,8.877313532084672,5.798724212812161,8.66874057919887,8.965883602880416,1.9933914739179892,1.0807796484146794,2.3880204912649416,1.016061990044645,4.2748285496571,1.6563953913234113,-2.0103994440850164,-0.09292316721279405,0.22273350303504993,7.43155786748724,0.29779495339849965,0.809138505473584,3.680471244210621,4.081101593841483,1.86053294997604,3.7083248107997546,4.652584659684831,1.3776337115072934,4.283085159779153
8,6.85739566435629,10.460943969086392,10.369815092453774,8.082408874801903,9.645999162128193,8.405769414461744,7.560137457044673,8.42139755877775,7.888175292784284,7.0523145878562925,5.43634698416852,8.990506918160948,5.698508482295344,4.626487854796143,5.703696077422012,10.538618876010519,6.952154374834787,7.645411105618718,5.315322210316853,5.617528432833109,4.410499879588537,3.364196513888431,2.2537456168313676,5.595909841942825,5.511927255550307,6.667785892162624,4.396411520906563,9.362279511533243,3.094844223876482,0.6150966102828107,1.913748421822048,8.860924561517898,5.707954000958313,5.397850680869549,7.201863632291014,1.7768788446108585,-1.2219357169839211,5.277422143890394,5.39823428147259,1.3785869483779127,-0.8705934520730174,5.11138281692661,5.472806196272023,3.054389928986443,1.948501102802031,2.8496082748732654,0.5937118817057081,7.112188965466042
9,10.51440329218107,7.186743623161422,6.079555323953448,7.368593417389881,9.531798078389507,12.280701754385964,10.850694444444445,13.491441995748964,11.917200591424347,5.178791615289765,7.569921286216714,8.508485131558462,6.38496305330368,5.266707127925012,5.291479820627803,7.088099294232173,8.408613146980287,3.574236151145118,1.568587765015433,3.746325910426942,3.9183673469387754,3.0913543736426226,5.316001792917974,4.273067756213823,3.5836734693877546,5.930333359602805,2.99817728676115,6.417711004369966,3.2308423267494737,1.2887106318627128,3.1645569620253164,6.270253264118295,6.575285688909942,6.630739742770632,3.146980670035951,-0.48744759306965696,-6.555671175858481,5.559780542126134,4.160555769972983,2.452942048317771,-0.9789029535864978,5.646594755168131,4.851571863187979,1.670586683665619,5.450457267636693,4.871447902571042,3.683284457478006,4.9798242636799035
