year,state,gdp_def_percent_change_year_ago
2020,DELAWARE,1.8673334263743957
1998,NEBRASKA,1.6003975202211862
1999,NEBRASKA,1.4338118031859137
2000,NEBRASKA,1.513231839094309
2001,NEBRASKA,3.003092314108047
2002,NEBRASKA,1.7368446116577285
2003,NEBRASKA,2.1879933397170426
2004,NEBRASKA,3.3926932197073434
2005,NEBRASKA,1.875641891009261
2006,NEBRASKA,2.794177758416816
2007,NEBRASKA,4.016893253146603
2008,NEBRASKA,2.215485286611041
2009,NEBRASKA,1.3029247414112044
2010,NEBRASKA,1.6276396105730395
2011,NEBRASKA,3.682121040495745
2012,NEBRASKA,2.668405371838367
2013,NEBRASKA,2.465322888803967
2014,NEBRASKA,1.218929742092456
2015,NEBRASKA,0.8441375588278621
2016,NEBRASKA,0.31054768359493057
2017,NEBRASKA,1.5312378886779276
2018,NEBRASKA,1.9231534610056888
2019,NEBRASKA,2.2808635074919925
2020,NEBRASKA,2.1252229860692085
1998,ARIZONA,-0.3386564317237606
1999,ARIZONA,0.13528850514989976
2000,ARIZONA,1.0528616806841917
2001,ARIZONA,1.8090981930471983
2002,ARIZONA,1.4269187664845528
2003,ARIZONA,1.1370935578365549
2004,ARIZONA,2.189618480363742
2005,ARIZONA,2.773470268909284
2006,ARIZONA,3.2502421455609998
2007,ARIZONA,2.8719410379244303
2008,ARIZONA,1.4610868843650815
2009,ARIZONA,2.208736092295127
2010,ARIZONA,0.819265285024473
2011,ARIZONA,1.6249941554969727
2012,ARIZONA,1.987538503815589
2013,ARIZONA,1.868386902387309
2014,ARIZONA,1.964822300637259
2015,ARIZONA,2.003593370325074
2016,ARIZONA,1.4491682934232752
2017,ARIZONA,1.6356572534090397
2018,ARIZONA,2.129555811888406
2019,ARIZONA,2.384276825352205
2020,ARIZONA,2.061986210979283
1998,RHODE ISLAND,2.0416865759572023
1999,RHODE ISLAND,1.7100537376692815
2000,RHODE ISLAND,2.008504601031591
2001,RHODE ISLAND,2.7511755250484216
2002,RHODE ISLAND,2.1351251657054204
2003,RHODE ISLAND,1.9303872886149431
2004,RHODE ISLAND,2.766626350758017
2005,RHODE ISLAND,2.9998600204146353
2006,RHODE ISLAND,3.301723019858027
2007,RHODE ISLAND,3.0763246853342308
2008,RHODE ISLAND,1.6313924538598368
2009,RHODE ISLAND,2.0502710222581433
2010,RHODE ISLAND,1.018513861399306
2011,RHODE ISLAND,1.596752461404649
2012,RHODE ISLAND,2.138186395677022
2013,RHODE ISLAND,2.163904235727432
2014,RHODE ISLAND,2.1239519819390207
2015,RHODE ISLAND,2.3274531290260025
2016,RHODE ISLAND,1.5466615522363503
2017,RHODE ISLAND,1.588180630585101
2018,RHODE ISLAND,2.274279893006659
2019,RHODE ISLAND,2.2792606372000757
2020,RHODE ISLAND,2.232397362400018
1998,LOUISIANA,-0.01917599167007289
1999,LOUISIANA,2.5230012304853444
2000,LOUISIANA,8.624509834482573
2001,LOUISIANA,2.5230590519071727
2002,LOUISIANA,-0.7451315936163883
2003,LOUISIANA,6.588561611735444
2004,LOUISIANA,5.078103841297055
2005,LOUISIANA,9.62341932456221
2006,LOUISIANA,5.061659719529743
2007,LOUISIANA,4.141355211527831
2008,LOUISIANA,3.802261994430811
2009,LOUISIANA,-5.262934530660779
2010,LOUISIANA,5.3126624287187285
2011,LOUISIANA,7.2090686357845435
2012,LOUISIANA,2.1877840353127898
2013,LOUISIANA,1.0416593712136546
2014,LOUISIANA,1.2323460879206438
2015,LOUISIANA,-1.3556871022236794
2016,LOUISIANA,-1.4725512844853905
2017,LOUISIANA,4.001160386882208
2018,LOUISIANA,4.720157696830185
2019,LOUISIANA,-0.35386077668847493
2020,LOUISIANA,-1.8332909653378637
1998,OKLAHOMA,0.532786840797228
1999,OKLAHOMA,1.9171505369112385
2000,OKLAHOMA,4.202233743788875
2001,OKLAHOMA,2.6937538339419476
2002,OKLAHOMA,0.6177241034498238
2003,OKLAHOMA,4.575249660770897
2004,OKLAHOMA,4.069044795794641
2005,OKLAHOMA,5.727704124789423
2006,OKLAHOMA,3.130177747616436
2007,OKLAHOMA,3.7683261170986526
2008,OKLAHOMA,6.110205857242179
2009,OKLAHOMA,-7.481956414877922
2010,OKLAHOMA,4.910405536751661
2011,OKLAHOMA,4.011064338047143
2012,OKLAHOMA,0.05498213982788602
2013,OKLAHOMA,2.8113848763273275
2014,OKLAHOMA,1.0005779705873907
2015,OKLAHOMA,-8.709966342918218
2016,OKLAHOMA,-0.9481992574004727
2017,OKLAHOMA,4.5363576015502005
2018,OKLAHOMA,4.5152875650713575
2019,OKLAHOMA,-1.0714971260701756
2020,OKLAHOMA,-2.9317219180915344
1998,CALIFORNIA,0.535085543829239
1999,CALIFORNIA,0.9669381878859795
2000,CALIFORNIA,1.4155577249153284
2001,CALIFORNIA,1.614940448518598
2002,CALIFORNIA,1.2939152316833846
2003,CALIFORNIA,1.6231536476889685
2004,CALIFORNIA,2.5367209402880952
2005,CALIFORNIA,2.7353412149827783
2006,CALIFORNIA,2.6631785786028317
2007,CALIFORNIA,2.79431038725495
2008,CALIFORNIA,1.3958858340003877
2009,CALIFORNIA,0.4204885576529316
2010,CALIFORNIA,1.3217946474701758
2011,CALIFORNIA,2.1564105140136736
2012,CALIFORNIA,1.992957746478874
2013,CALIFORNIA,1.8887826841511357
2014,CALIFORNIA,1.5930900269746529
2015,CALIFORNIA,1.3650318942565187
2016,CALIFORNIA,0.8701661071963018
2017,CALIFORNIA,1.5172813793000506
2018,CALIFORNIA,1.9272835269073196
2019,CALIFORNIA,1.7555210875279892
2020,CALIFORNIA,1.3096775617302159
1998,GEORGIA,1.8440574643519003
1999,GEORGIA,1.8597283880235294
2000,GEORGIA,2.2493833207997582
2001,GEORGIA,2.686099225662053
2002,GEORGIA,1.7018526509793075
2003,GEORGIA,1.6244627107892873
2004,GEORGIA,2.2904572082629526
2005,GEORGIA,2.345043034039862
2006,GEORGIA,2.877476077390484
2007,GEORGIA,2.696313148329099
2008,GEORGIA,1.4876470553299548
2009,GEORGIA,2.2759917197233692
2010,GEORGIA,0.9018180391141106
2011,GEORGIA,1.3971795768256134
2012,GEORGIA,2.3103694881477788
2013,GEORGIA,2.163927766636342
2014,GEORGIA,2.061502344938315
2015,GEORGIA,2.144335094160188
2016,GEORGIA,1.4371067687765526
2017,GEORGIA,1.2958005453588495
2018,GEORGIA,2.058456583905577
2019,GEORGIA,2.2874955786329254
2020,GEORGIA,1.5474253372809388
1998,NORTH CAROLINA,1.940977696581525
1999,NORTH CAROLINA,1.677745057136204
2000,NORTH CAROLINA,1.3981228073295604
2001,NORTH CAROLINA,2.83968765116267
2002,NORTH CAROLINA,1.9052731419684
2003,NORTH CAROLINA,1.6705695501684659
2004,NORTH CAROLINA,2.122504504271494
2005,NORTH CAROLINA,2.5426891422160924
2006,NORTH CAROLINA,2.689387960532552
2007,NORTH CAROLINA,2.4825578028028428
2008,NORTH CAROLINA,1.629020964708383
2009,NORTH CAROLINA,2.399824431061326
2010,NORTH CAROLINA,0.7855456427048102
2011,NORTH CAROLINA,1.5201751624918547
2012,NORTH CAROLINA,2.6790344820876832
2013,NORTH CAROLINA,2.2591660063505437
2014,NORTH CAROLINA,2.2202708379815084
2015,NORTH CAROLINA,2.479204743372554
2016,NORTH CAROLINA,1.6754637001222594
2017,NORTH CAROLINA,1.600067560740004
2018,NORTH CAROLINA,2.188622587808542
2019,NORTH CAROLINA,2.3567678638895417
2020,NORTH CAROLINA,2.0166659601511983
1998,NEW MEXICO,-2.9703383542950768
1999,NEW MEXICO,-0.6058892897091384
2000,NEW MEXICO,2.2479962611584803
2001,NEW MEXICO,1.1328689100548628
2002,NEW MEXICO,0.5632216983020077
2003,NEW MEXICO,4.342672676927539
2004,NEW MEXICO,3.227842262424785
2005,NEW MEXICO,4.401363964813454
2006,NEW MEXICO,2.535045709881545
2007,NEW MEXICO,3.292840835493527
2008,NEW MEXICO,4.539772728319824
2009,NEW MEXICO,-3.850883166613739
2010,NEW MEXICO,3.145550856558277
2011,NEW MEXICO,2.917564039911369
2012,NEW MEXICO,0.6088708380617147
2013,NEW MEXICO,2.187859068856013
2014,NEW MEXICO,1.3718084724963164
2015,NEW MEXICO,-2.8486370712176856
2016,NEW MEXICO,0.05407067370313268
2017,NEW MEXICO,2.9692719022135883
2018,NEW MEXICO,3.0929621770563687
2019,NEW MEXICO,0.5547436792145755
2020,NEW MEXICO,-1.165064147990691
1998,WEST VIRGINIA,1.6158642331898454
1999,WEST VIRGINIA,0.9802517552567336
2000,WEST VIRGINIA,2.0682475920599908
2001,WEST VIRGINIA,3.221363980088965
2002,WEST VIRGINIA,1.980385928975248
2003,WEST VIRGINIA,2.69219550294999
2004,WEST VIRGINIA,4.0713096193409015
2005,WEST VIRGINIA,5.054661544926575
2006,WEST VIRGINIA,4.690010657865429
2007,WEST VIRGINIA,3.5711677579949086
2008,WEST VIRGINIA,3.664149496070168
2009,WEST VIRGINIA,1.8794764391249608
2010,WEST VIRGINIA,2.3272904150486884
2011,WEST VIRGINIA,3.101499213684411
2012,WEST VIRGINIA,1.6280994481043365
2013,WEST VIRGINIA,1.3201965695300188
2014,WEST VIRGINIA,1.6575308735535144
2015,WEST VIRGINIA,-2.0116266795680793
2016,WEST VIRGINIA,0.37297102695859063
2017,WEST VIRGINIA,3.3266671329575503
2018,WEST VIRGINIA,3.283808338633043
2019,WEST VIRGINIA,0.9085379970880991
2020,WEST VIRGINIA,-0.2576318047775472
1998,WISCONSIN,2.1497130390694563
1999,WISCONSIN,1.771792310188225
2000,WISCONSIN,1.7754249929612609
2001,WISCONSIN,2.663247011473713
2002,WISCONSIN,1.536343192996159
2003,WISCONSIN,1.4141251870893434
2004,WISCONSIN,2.5224436328516786
2005,WISCONSIN,2.444277702740294
2006,WISCONSIN,2.747327899810581
2007,WISCONSIN,2.834372282035713
2008,WISCONSIN,1.6417162911236627
2009,WISCONSIN,3.204865237364407
2010,WISCONSIN,0.5937289363010301
2011,WISCONSIN,1.5951591558471367
2012,WISCONSIN,2.4210442536615195
2013,WISCONSIN,2.250202327212558
2014,WISCONSIN,1.8337733819745239
2015,WISCONSIN,2.1613741362251693
2016,WISCONSIN,1.140240645021473
2017,WISCONSIN,1.2306553965020006
2018,WISCONSIN,1.8893664265899446
2019,WISCONSIN,2.2225646852137126
2020,WISCONSIN,2.0550990136459557
1998,UTAH,1.6134753104603883
1999,UTAH,1.7542661782159241
2000,UTAH,2.7753040154482767
2001,UTAH,2.753052290738167
2002,UTAH,1.7629068862831554
2003,UTAH,2.3994525450809823
2004,UTAH,2.8593646476523515
2005,UTAH,3.5253251366405003
2006,UTAH,3.7719849190301913
2007,UTAH,3.109791213036095
2008,UTAH,1.7397218509617174
2009,UTAH,-0.4870588655582764
2010,UTAH,2.033542967160562
2011,UTAH,2.4289890485072796
2012,UTAH,1.93326165730896
2013,UTAH,1.756028153544853
2014,UTAH,1.9732890433531214
2015,UTAH,1.427076511036729
2016,UTAH,1.351591236476879
2017,UTAH,2.064300402631569
2018,UTAH,2.71681802571786
2019,UTAH,1.9405319015199263
2020,UTAH,1.1287816301795761
1998,COLORADO,0.7854539063765431
1999,COLORADO,1.5409517738143697
2000,COLORADO,2.2167555814012863
2001,COLORADO,2.1878404262572593
2002,COLORADO,1.5906867920316259
2003,COLORADO,2.1875768253271977
2004,COLORADO,2.8175501940800096
2005,COLORADO,3.4913797345329067
2006,COLORADO,2.969645870769355
2007,COLORADO,3.0071204998138423
2008,COLORADO,2.621992847599186
2009,COLORADO,-0.7497092748514178
2010,COLORADO,1.7048773310020415
2011,COLORADO,2.103508465722781
2012,COLORADO,1.564204920750556
2013,COLORADO,2.054572238926222
2014,COLORADO,1.558840337818146
2015,COLORADO,-0.9503778678655594
2016,COLORADO,0.7551974999669087
2017,COLORADO,2.2270993700498565
2018,COLORADO,2.5482018254300964
2019,COLORADO,1.3841912175161397
2020,COLORADO,0.5778866048653519
