year,y_votes_percent,fair_p_1,def_mt_2,def_mt_1,gdp_mt_2,gdp_mt_1,fair_g_1,z_4,z_3,z_2,z_1,z_mt_2,z_mt_1,incumbent,former_president_again,former_party_morethan_2,sudden_vice,lag_vice,house_midterm,avg_inc_mt_2,avg_inc_mt_1,unemp_rn,satias,gdp_mt_1_pw2,avg_inc_mt_1_pw2,def_mt_1_pw2,gdp_mt_2_pw2,avg_inc_mt_2_pw2,def_mt_2_pw2,fair_z_1,was_a_vice,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,S30,S31,S32,S33,S34,S35,S36,S37,S38,S39,S40,S41,S42,S43,S44,S45,S46,S47,S48,S49,S50,Y1,Y2,Y3,Y4,Y5,Y6,Y7,Y8,Y9,Y10,state,y_hat_fr,y_hat_ds
2004,46.380287,-9.5729828,-4.678597,-4.6756315,-4.9726982,-1.1161153,-2.7957003,0,0,0,0,0,0,-1,-1,0,0,0,-1,-8.0293474,-4.391396,-6,1,1.2457135,19.284359,21.86153,24.727728,64.470421,21.889269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,MISSOURI,45.55481,45.122723
2008,49.932423,-11.16523,-5.0279779,-5.8434448,-2.3258269,-2.8796718,-2.1461296,0,0,0,0,0,0,-1,0,-1,0,0,-1,-9.3584223,-8.279911,-6.4000001,1,8.29251,68.556931,34.145847,5.4094706,87.58007,25.280561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,MISSOURI,48.080841,49.102123
2012,45.221333,7.6326394,4.2017412,3.2925537,.29630679,-.98864013,1.117662,0,0,0,0,0,0,1,1,0,0,0,-1,8.6319304,-.51993996,7,-1,.9774093,.27033755,10.84091,.087797716,74.510223,17.654629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,MISSOURI,49.179031,46.607479
2016,40.181438,7.8124619,3.5275252,4.1389346,1.0969619,1.6740377,.031682227,0,0,0,0,0,0,1,0,1,0,0,-1,5.839468,4.0945392,4.6999998,-1,2.8024023,16.765251,17.130779,1.2033253,34.099388,12.443434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,MISSOURI,46.275738,44.259785
2020,42.164181,-8.0826397,-4.3414531,-3.5855227,1.1681669,-2.467099,2.8152056,0,0,0,0,0,0,-1,-1,0,0,1,-1,-9.4116402,-6.3614264,-6,1,6.0865774,40.467747,12.855972,1.3646139,88.578972,18.848215,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,MISSOURI,47.976452,45.916492
1984,38.698601,-23.32473,-7.1039033,-15.144944,-.71938586,.681853,-.61078519,0,0,0,-1,0,-1,-1,-1,0,0,0,1,-8.9097853,-17.490702,-7.5,0,.4649235,305.92465,229.36934,.51751602,79.384277,50.465443,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,MONTANA,40.345253,38.646915
1988,47.01181,-10.149623,-6.778769,-3.1568582,.17078243,3.3375936,.87184852,0,0,0,0,0,0,-1,0,-1,-1,0,1,-7.3374586,-6.3686099,-6.5999999,0,11.139531,40.559193,9.9657536,.029166639,53.838299,45.95171,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,MONTANA,45.929329,43.914307
1992,51.724056,-11.690306,-4.5564475,-6.8229728,-7.8845739,-5.9234581,-5.2531261,-1,0,0,-1,-1,-1,-1,-1,-1.25,0,0,-1,-9.7097416,-15.820605,-6.6999998,0,35.087357,250.29155,46.552956,62.166508,94.279083,20.761213,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,MONTANA,46.875771,44.982666
1996,48.312588,9.556941,3.8218224,5.5240006,2.283576,8.2482195,1.6949246,0,0,1,1,0,1,1,1,0,0,0,1,7.2727275,6.6230631,5.4000001,0,68.033127,43.864964,30.514584,5.2147193,52.892567,14.606326,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,MONTANA,47.359097,51.527805
2000,36.343639,-29.11199,4.0054722,-31.842039,2.9618618,153.81097,2.5599694,0,0,1,1,0,1,1,0,1,1,0,-1,7.5485764,10.561022,4.8000002,-1,23657.816,111.53518,1013.9155,8.7726259,56.981007,16.043808,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,MONTANA,39.56189,41.014679
2004,39.499924,-13.189665,-7.605093,-5.1898766,-9.306325,-4.041471,-5.0815573,-1,-1,0,0,-1,0,-1,-1,0,0,0,-1,-14.567891,-6.3818727,-4.4000001,0,16.333488,40.728298,26.934818,86.607681,212.22345,57.83744,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,MONTANA,39.486385,39.908337
2008,48.830597,-16.044954,-6.9865866,-8.4668264,-4.908289,-8.5818186,-.081111223,0,-1,-1,-1,-1,-1,-1,0,-1,0,0,-1,-11.179449,-14.439587,-4.9000001,1,73.647614,208.50166,71.687149,24.091301,124.98008,48.812393,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,MONTANA,42.958759,44.99894
2012,42.965767,8.7205067,6.4106679,2.1706839,3.7927425,.79711199,1.1109068,0,0,1,0,0,1,1,1,0,0,0,-1,11.956701,1.6931158,5.8000002,-1,.63538754,2.8666413,4.7118683,14.384895,142.96271,41.096664,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,MONTANA,46.428707,43.56665
2016,38.890335,2.372133,-.68267941,3.0758104,1.3865217,3.5148048,-2.1123147,0,1,0,0,1,0,1,0,1,0,0,-1,3.8036206,4.5177913,4.3000002,-1,12.353853,20.410439,9.4606094,1.9224424,14.467529,.46605119,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,MONTANA,41.734516,41.861008
2020,41.602821,-9.00634,-2.1881669,-6.6721745,.97824478,-4.8997679,1.3462853,0,0,0,-1,0,-1,-1,-1,0,0,1,-1,-11.120135,-8.6177645,-5.8000002,1,24.007725,74.265862,44.517914,.95696282,123.65741,4.788074,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,MONTANA,43.200436,43.458836
1984,28.995247,-24.430511,-10.396248,-12.712628,-4.9198389,-3.1316392,-7.5151072,-1,0,0,-1,-1,-1,-1,-1,0,0,0,-1,-14.665979,-24.078415,-4.4000001,0,9.8071642,579.77008,161.61092,24.204815,215.09096,108.08197,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NEBRASKA,30.647476,27.945709
1988,39.445915,-10.335558,-6.0377245,-4.0531173,-5.9555912,-1.6235518,-5.6856985,-1,0,0,-1,-1,-1,-1,0,-1,-1,0,-1,-12.061058,-9.397933,-3.4000001,0,2.6359205,88.321144,16.427759,35.469067,145.46912,36.454117,-2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NEBRASKA,35.922764,34.521412
1992,38.688271,-12.233991,-4.6148243,-7.2830663,-8.2811899,-7.4567132,-4.9490805,-1,0,-1,0,-1,-1,-1,-1,-1.25,0,0,-1,-8.0975819,-12.925295,-2.9000001,0,55.602573,167.06325,53.043053,68.57811,65.570831,21.296604,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NEBRASKA,40.671078,39.867733
1996,39.445179,9.9371901,4.7162461,4.9858012,7.5749073,8.4385405,5.8442073,1,0,1,0,1,1,1,1,0,0,0,-1,12.739973,8.1715374,2.7,0,71.208961,66.774025,24.858213,57.379219,162.30692,22.242977,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NEBRASKA,42.799793,42.539204
2000,34.820518,-25.573318,2.9687405,-27.719151,5.9349751,104.761,3.7247863,1,0,0,0,1,0,1,0,1,1,0,-1,9.9087849,8.4116364,2.8,0,10974.867,70.755623,768.35132,35.22393,98.184021,8.8134203,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NEBRASKA,33.711147,37.020508
2004,33.152664,-10.718003,-5.6549187,-4.7920961,-8.5972681,-3.6817729,-2.6426082,0,-1,0,0,-1,0,-1,-1,0,0,0,-1,-9.8957481,-5.372086,-3.9000001,1,13.555452,28.859308,22.964186,73.913017,97.925835,31.978106,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NEBRASKA,35.138893,36.179459
2008,42.390926,-11.342111,-6.321372,-4.7222285,-2.1863673,-6.7982292,.074858271,0,0,0,-1,0,-1,-1,0,-1,0,0,-1,-12.537827,-7.1133313,-3.3,1,46.215919,50.599483,22.299442,4.7802019,157.19711,39.959743,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NEBRASKA,38.61845,40.730785
2012,38.870609,9.5909052,6.4487805,2.9517713,5.396543,3.8635771,.13500683,0,1,1,0,1,1,1,1,0,0,0,-1,13.429472,1.7885778,3.8,-1,14.927228,3.1990106,8.7129536,29.122677,180.35072,41.586769,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NEBRASKA,40.506229,38.788635
2016,36.452328,4.9145956,1.1573067,3.7143033,4.3309603,5.0726252,1.0861614,0,1,0,0,1,0,1,0,1,0,0,-1,1.0748537,5.1601462,3.0999999,-1,25.731525,26.62711,13.796049,18.757217,1.1553104,1.3393587,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NEBRASKA,37.116692,36.96711
2020,40.215946,-8.0935888,-4.4545598,-3.4838395,-.65053153,-3.8121328,.52550375,0,0,0,0,0,0,-1,-1,0,0,1,-1,-9.5319633,-5.6588602,-4,1,14.532357,32.022697,12.137137,.42319128,90.858322,19.843103,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NEBRASKA,37.345074,37.917053
1984,32.684319,-27.608984,-10.127837,-15.873505,-7.9995131,-3.0012677,-4.6145616,-1,-1,0,-1,-1,-1,-1,-1,0,0,0,-1,-10.619801,-11.647561,-7.6999998,0,9.0076075,135.66568,251.96815,63.99221,112.78017,102.57309,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NEVADA,42.347942,38.30555
1988,39.181412,-18.527147,-9.2582932,-8.4834328,-15.906665,-10.137597,-8.7750483,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,0,-1,-13.204538,-10.46748,-5.0999999,0,102.77087,109.56813,71.968628,253.02199,174.35983,85.715996,-4,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NEVADA,43.960342,41.923313
1992,51.824776,-12.758468,-5.8339562,-6.5428066,-9.9557886,-16.370571,-7.5583215,-1,0,-1,-1,-1,-1,-1,-1,-1.25,0,0,-1,-9.9337101,-11.149637,-6.9000001,0,267.99561,124.31441,42.808319,99.117729,98.678596,34.035046,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NEVADA,50.593483,50.412582
1996,50.586533,9.8790216,4.3442259,5.3043623,15.452126,18.988806,9.0914965,1,1,1,1,1,1,1,1,0,0,0,-1,9.5829048,7.8966036,5,0,360.57474,62.35635,28.136259,238.76819,91.832062,18.872299,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NEVADA,56.828316,53.633457
2000,48.143162,-25.520071,5.7519507,-29.571108,11.579461,156.82423,4.1823683,1,1,1,1,1,1,1,0,1,1,0,-1,9.115099,9.9261255,4.1999998,0,24593.84,98.527969,874.45044,134.08392,83.08503,33.084938,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NEVADA,47.238907,47.752502
2004,48.682404,-11.469365,-5.3394976,-5.8191538,-15.280411,-4.556427,-10.453402,-1,-1,-1,0,-1,-1,-1,-1,0,0,0,-1,-9.6545286,-.45019695,-4.3000002,0,20.761026,.20267729,33.862553,233.49095,93.209923,28.510235,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NEVADA,42.405525,45.430405
2008,56.386738,-15.105063,-6.0175066,-8.5717516,2.107408,-12.284647,2.881815,0,0,-1,-1,0,-1,-1,0,-1,0,0,1,2.3411372,-12.871821,-7.1999998,0,150.91255,165.68379,73.474922,4.4411688,5.4809232,36.210384,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NEVADA,50.196987,55.759155
2012,53.407543,7.1546865,4.1381445,2.8966732,-.39706257,-7.2350812,-1.0596957,0,0,0,0,0,0,1,1,0,0,0,-1,6.2768426,-3.4735813,11.4,-1,52.346401,12.065767,8.3907156,.15765868,39.398754,17.124239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NEVADA,50.126789,49.896328
2016,51.293709,8.3945599,4.3210182,3.904814,7.0160294,1.2253225,2.738446,0,1,0,0,1,0,1,0,1,0,0,-1,8.6341476,4.5105424,5.6999998,-1,1.5014151,20.344994,15.247572,49.224667,74.548508,18.671198,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NEVADA,49.875954,47.739269
2020,51.223118,-8.5980749,-4.1422033,-4.2786417,3.6443777,-7.5887413,7.4027858,0,-1,-1,-1,-1,-1,-1,-1,0,0,1,1,-8.6921329,-9.2677746,-14.5,0,57.588993,85.891647,18.306774,13.281488,75.553177,17.157848,-3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NEVADA,49.83947,52.56115
1984,31.065548,-25.908792,-8.5968761,-15.941449,-19.202492,-6.2232842,-12.068796,-1,-1,0,-1,-1,-1,-1,-1,0,0,0,-1,-20.443571,-21.715311,-4.1999998,0,38.729267,471.55475,254.12981,368.73569,417.93961,73.906281,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NEW HAMPSHIRE,39.231674,35.705799
1988,36.766369,-12.758078,-5.5291409,-6.8501801,-18.325853,-16.419479,-6.1868658,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,0,-1,-15.309408,-16.063057,-2.5,0,269.5993,258.02179,46.924969,335.83691,234.37798,30.5714,-4,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NEW HAMPSHIRE,45.382534,41.818382
1992,50.796551,-14.126436,-6.0157084,-7.6504965,-4.5012159,3.7433703,-3.9217403,-1,0,0,0,-1,0,-1,-1,-1.25,0,0,-1,-8.0021276,-5.0060925,-7.4000001,0,14.012821,25.060963,58.530098,20.260944,64.03405,36.188747,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NEW HAMPSHIRE,52.545799,50.86034
1996,55.611633,7.2582154,2.279299,4.8679609,15.759848,5.7090602,7.6564584,1,1,1,0,1,1,1,1,0,0,0,-1,9.344902,7.8390117,3.8,0,32.593369,61.450104,23.697044,248.3728,87.327194,5.1952043,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NEW HAMPSHIRE,54.868301,53.580803
2000,49.332199,-19.455702,1.4868182,-20.635704,10.168475,93.585464,6.960412,1,0,1,1,1,1,1,0,1,1,0,-1,16.544081,15.110672,2.5999999,0,8758.2393,228.33241,425.83228,103.39789,273.7066,2.2106283,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NEW HAMPSHIRE,48.199657,47.810741
2004,50.690289,-6.7732744,-3.3659039,-3.2964165,-8.2959785,-4.7467918,-4.0649381,-1,-1,0,0,-1,0,-1,-1,0,0,0,-1,-6.6533241,-4.6384606,-3.5999999,0,22.532032,21.515318,10.866362,68.823257,44.266724,11.329309,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NEW HAMPSHIRE,45.743542,46.875877
2008,54.868542,-9.8832054,-4.0129828,-5.6437397,1.1618204,-3.4461236,1.4950578,0,0,0,0,0,0,-1,0,-1,0,0,1,-6.3332791,-9.4309483,-3.8,0,11.875768,88.942787,31.851797,1.3498267,40.110424,16.104031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NEW HAMPSHIRE,51.135834,55.751614
2012,52.833752,6.7323933,3.5195456,3.1036146,2.0443704,1.931087,1.3898941,0,0,1,0,0,1,1,1,0,0,0,-1,8.7373695,2.6631217,5.5999999,-1,3.7290971,7.092217,9.6324234,4.1794505,76.341629,12.387201,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NEW HAMPSHIRE,51.171474,49.69302
2016,50.197029,7.4999795,3.4036665,3.9614775,4.7832546,2.504595,2.1234717,0,0,0,0,0,0,1,0,1,0,0,1,7.1727324,3.1528189,2.9000001,0,6.2729964,9.9402676,15.693304,22.879524,51.44809,11.584946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NEW HAMPSHIRE,48.489655,51.903248
2020,53.748348,-7.8959198,-4.4930358,-3.2565651,-.011253121,-2.6673119,2.0529909,0,0,0,0,0,0,-1,-1,0,0,1,1,-9.3301401,-8.3738012,-6.5999999,0,7.114553,70.120544,10.605216,.00012663275,87.051514,20.18737,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NEW HAMPSHIRE,49.141781,51.910431
1984,39.478607,-27.23823,-9.3187952,-16.391907,-15.531998,-2.8653519,-7.966898,-1,-1,0,0,-1,0,-1,-1,0,0,0,1,-18.144533,-19.837301,-6.1999998,-1,8.2102413,393.51852,268.69461,241.24295,329.22409,86.839943,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NEW JERSEY,46.453903,43.189995
1988,43.098843,-15.275402,-6.821743,-7.9137998,-14.75601,-10.194165,-7.3743544,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,0,1,-17.024654,-13.131434,-3.7,-1,103.92101,172.43457,62.628227,217.73984,289.83887,46.536179,-4,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NEW JERSEY,49.774452,49.528019
1992,51.420319,-14.402456,-6.1485863,-7.7757702,-1.4228787,-2.1483605,-1.6803308,0,0,0,0,0,0,-1,-1,-1.25,0,0,-1,-7.9138727,-11.907776,-8.8999996,1,4.6154528,141.79512,60.462601,2.0245838,62.629383,37.805115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NEW JERSEY,59.19054,55.262726
1996,59.966793,9.2219887,3.47685,5.5521007,6.8652964,3.2781947,4.358345,1,0,0,0,1,0,1,1,0,0,0,-1,10.466026,5.2296634,6,0,10.74656,27.349379,30.825821,47.132294,109.5377,12.088486,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NEW JERSEY,57.92577,56.903633
2000,58.211411,-21.931698,3.7984467,-24.788565,8.7329435,122.51913,5.2592692,1,1,0,0,1,0,1,0,1,1,0,1,13.135043,11.628881,3.5999999,1,15010.937,135.23087,614.47296,76.264305,172.52936,14.428197,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NEW JERSEY,51.81673,55.615719
