year,state,y_votes_percent,fair_p_1,def_mt_2,def_mt_1,fair_g_1,gdp_mt_2,gdp_mt_1,z_4,z_3,z_2,z_1,incumbent,former_president_again,former_party_morethan_2,sudden_vice,lag_vice,house_midterm,avg_inc_mt_2,avg_inc_mt_1,unemp_mt_1,unemp_mt_2
1984,MICHIGAN,40.45367500183143,27.43915170226312,7.988279021458045,18.012022098194592,8.123858894532399,15.527920409884842,-6.285907631617604,1,1,0,0,-1,-1,0.0,0,0,1,18.37551091399252,12.404692082111435,32.258064516129025,-34.337349397590366
1984,MINNESOTA,50.09089076819495,22.998156997670517,8.787653184083233,13.062607196371111,10.451265354706308,14.148775954158776,1.221487094444651,1,1,0,0,-1,-1,0.0,0,0,1,18.89809444904722,17.389612915775142,54.38596491228071,-32.58426966292135
1984,MISSISSIPPI,37.68496494105839,23.168991817232243,7.0269597063498335,15.082211206570161,6.841773972119558,9.112395540088226,0.1626341176405255,1,0,0,1,-1,-1,0.0,0,0,1,13.329362715902327,17.15043259838125,42.68292682926828,-11.66666666666667
1984,MISSOURI,39.975249332122964,26.858382536045067,9.566681858788328,15.781896817449148,8.57937611359394,12.079249169908168,0.009631248796115877,1,1,0,0,-1,-1,0.0,0,0,1,17.26328977984608,19.252934898612594,28.57142857142858,-32.67326732673267
1984,MONTANA,38.698601236313,23.324729613786708,7.1039034172524,15.144944002032945,0.6107851804227238,0.7193858737554848,-0.6818529887667402,0,0,0,1,-1,-1,0.0,0,0,1,8.909784936225673,17.490702253336245,39.0625,-18.681318681318672
1984,NEBRASKA,28.995246326707,24.430512082814616,10.396247513742928,12.712628268750347,7.515107064844773,4.919838681570354,3.131639248509277,1,0,0,1,-1,-1,0.0,0,0,-1,14.66597973553152,24.07841466013212,47.50000000000001,-26.66666666666666
1984,NEVADA,32.68431844521708,27.608984490313347,10.127837338492096,15.873504442015584,4.614561523976413,7.99951291429466,3.0012676996402865,1,1,0,1,-1,-1,0.0,0,0,-1,10.619800644532717,11.647560873567064,51.388888888888886,-31.24999999999999
1984,NEW HAMPSHIRE,31.065547745594312,25.908791807194163,8.59687611650033,15.94144906352739,12.068796336676858,19.202490983521002,6.223284346937019,1,1,0,1,-1,-1,0.0,0,0,-1,20.4435714870284,21.715310289869507,48.93617021276595,-37.68115942028986
1984,NEW JERSEY,39.47860891850365,27.238229380523183,9.318795033562633,16.391906205569672,7.966898076283702,15.531997356476346,2.865351908548197,1,1,0,0,-1,-1,0.0,0,0,1,18.14453401216236,19.83730192356581,19.999999999999996,-34.065934065934066
1984,NEW MEXICO,39.6504018708118,27.90026510849797,4.317180687948063,22.607095269470314,4.839983166670003,6.595462028720922,-0.2349841853204082,1,0,0,0,-1,-1,0.0,0,0,1,13.071386889710169,18.908291893142138,25.64102564102566,-20.999999999999996
1984,NEW YORK,47.0582821297111,29.62913738054327,11.07660681224074,16.702464272844566,6.0332089349977025,8.274483151140188,2.582492339927356,1,0,0,0,-1,-1,0.0,0,0,1,18.173632475425826,21.143532406144907,21.052631578947366,-24.468085106382986
1984,NORTH CAROLINA,37.97213705011314,29.658007890316384,12.018932035120788,15.746513142676012,8.593553470516134,14.095301237742408,1.3568797033789437,1,1,0,1,-1,-1,0.0,0,0,1,20.168152350081048,18.255869669381887,49.99999999999998,-33.673469387755105
1984,NORTH DAKOTA,34.26541761685233,25.411159902442627,6.573244750894691,17.676026657140696,2.3046054464278987,0.3189368770764256,10.633744721516614,0,0,0,1,-1,-1,0.0,0,0,1,11.56090117583699,38.34595802806409,17.647058823529417,-12.903225806451612
1984,OHIO,40.52931628093168,24.504531178469936,7.596108599335993,15.714715707886008,8.714750888543632,13.109759247969134,-4.0226066184856695,1,1,0,0,-1,-1,0.0,0,0,1,17.067583046964497,14.359129383313185,47.25274725274726,-33.57664233576643
1984,OKLAHOMA,30.89017415230104,25.545836253549005,4.276030856039115,20.39759782080164,4.721301738151817,-0.26216046423691575,8.917884250243645,1,0,0,1,-1,-1,0.0,0,0,1,7.172251616696057,23.65770069581472,102.70270270270268,-15.000000000000002
1984,OREGON,43.89528866066264,26.10774722498197,10.394285619517142,14.233944734804972,6.177497465930837,7.357684064112835,-7.81277533865482,1,0,0,0,-1,-1,0.0,0,0,1,15.186500888099474,10.02540551104163,28.57142857142856,-22.68907563025211
1984,PENNSYLVANIA,46.29926852287835,25.721893628012516,8.704940651001003,15.654259019969219,5.480904910476481,8.382332966357353,-3.408541140593957,1,0,0,0,-1,-1,0.0,0,0,1,13.458133063496081,18.188160255132544,47.50000000000001,-28.099173553719016
1984,RHODE ISLAND,48.170269755074706,27.536475777189363,9.786477775891122,16.167745209507125,6.997762769764404,10.071632233966298,2.1252821049154935,1,0,0,0,-1,-1,0.0,0,0,1,17.77006434134778,19.33723984643363,47.887323943661976,-56.60377358490567
1984,SOUTH CAROLINA,35.88122058587622,25.85088982435526,9.168517113403784,15.281303760517218,9.618238230136233,16.657264464731636,1.6592222293023706,1,1,0,1,-1,-1,0.0,0,0,1,18.658798283261802,17.011927181418706,54.794520547945226,-40.35087719298246
1984,SOUTH DAKOTA,36.70048675643214,23.33230248469247,11.323405145182907,10.787396705884177,7.781655161873702,7.132187254728217,2.934507831435207,1,0,0,1,-1,-1,0.0,0,0,1,16.87518471086593,22.759704921997816,15.686274509803933,-23.728813559322038
1984,TENNESSEE,41.81815190554701,25.144565624708438,8.672561622807295,15.15746362828365,7.274297427665921,13.126397442131822,0.49378141312754753,1,1,0,0,-1,-1,0.0,0,0,1,17.687706270627057,17.14389271475172,52.4390243902439,-34.64566929133858
1984,TEXAS,36.21369482698658,26.07308590792239,5.030975897070444,20.034194513695702,5.8228185183026415,5.661963579715357,6.698760602741305,1,0,0,1,-1,-1,0.0,0,0,1,11.931912080647834,21.226084343383754,48.07692307692308,-25.0
1984,UTAH,24.879978990318254,25.931135225985315,8.195305698841416,16.392420551508092,7.753278371050731,11.456574617255688,3.055615970745129,1,1,0,1,-1,-1,0.0,0,0,-1,13.600165477298587,15.574946210853447,34.84848484848486,-31.521739130434778
1984,VERMONT,41.335089272220905,26.460288685738,9.662012864267865,15.318226779460907,5.039651244304255,9.255693664338715,2.778688524590156,1,1,0,1,-1,-1,0.0,0,0,-1,16.36792452830189,20.591581342434594,18.965517241379317,-35.71428571428571
1984,VIRGINIA,37.32431206078015,32.21284648359421,12.369821387417069,17.658678149682583,6.865363176673878,11.78328945082261,3.5293710678226287,1,1,0,0,-1,-1,0.0,0,0,-1,16.80893498205025,18.624018169773816,45.28301886792454,-34.61538461538461
1984,WASHINGTON,43.15364898363371,29.628337197406474,11.891477512410953,15.851841515836762,3.642529018244911,5.32897002767907,3.1138395299744825,1,0,0,0,-1,-1,0.0,0,0,1,12.561672801315682,14.725965858041334,41.176470588235304,-26.446280991735527
1984,WEST VIRGINIA,44.72756567540158,22.39622923159057,5.479425667591298,16.038012585801354,5.297797495506762,2.482783681816092,-3.9804466884914014,1,0,0,0,-1,-1,0.0,0,0,1,11.609840310746655,15.69092497815503,49.549549549549575,-18.39080459770115
1984,WISCONSIN,45.377984290378265,24.613230328017522,8.850589858045076,14.480987646028298,6.053056016947123,8.122510904608383,-1.767809043309787,1,0,0,0,-1,-1,0.0,0,0,1,15.351219935747151,14.779748853896745,39.24050632911391,-38.05309734513275
1984,WYOMING,28.599600237928097,21.172431448895956,-1.4478985920505782,22.952661300758347,4.804273325503194,-0.7314954510126648,-3.121793499523884,1,0,0,1,-1,-1,0.0,0,0,-1,3.9415276289606505,12.521529452290725,62.22222222222222,-15.58441558441559
1988,ALABAMA,40.254431601911094,12.75002722152605,6.259963652513867,6.107722368733026,4.892504490898064,10.66216904959898,5.783937322470911,1,1,0,1,-1,0,-1.0,-1,0,1,12.959175325206584,12.67514749262537,-5.940594059405935,-22.3404255319149
1988,ALASKA,37.83668256574661,-13.7616268988779,-0.6038256230535111,-13.237734106269738,-5.696789882609554,11.566386716245681,-7.063831054938429,0,1,0,1,-1,0,-1.0,-1,0,-1,0.43775515223059003,3.197807217907722,15.625,-23.42342342342342
1988,ARIZONA,39.2565084690075,14.51365067982453,6.499790915562698,7.524765725235594,4.7761221308671775,9.126669023468303,12.64822739790652,1,1,1,1,-1,0,-1.0,-1,0,-1,8.898391366320514,12.81010719754978,31.57894736842104,-14.66666666666666
1988,ARKANSAS,42.80835728688489,11.169245008070284,5.8053342480397285,5.069603341033768,3.8310157340133877,7.420396195842915,2.9783340296449357,1,1,0,0,-1,0,-1.0,-1,0,1,11.223095319439702,11.049985772550496,2.3809523809523725,-11.627906976744185
1988,CALIFORNIA,48.19268946362411,13.803380582884106,6.31746101245505,7.041100774173015,5.662105473207957,12.180754538224292,9.099893824063642,1,1,1,1,-1,0,-1.0,-1,0,1,11.468046395269504,10.651148159798684,-9.589041095890416,-21.212121212121204
1988,COLORADO,46.04617561850285,12.6698541076262,5.911134564157772,6.381500463838585,3.069770121288218,4.9301789115754335,1.9247988463162002,0,0,0,0,-1,0,-1.0,-1,0,-1,8.907407407407408,7.784431137724557,39.6551724137931,-25.30120481927711
1988,CONNECTICUT,47.41884954356701,13.323869546522271,5.488222488446781,7.427982833755364,6.092305169574308,14.185057012630264,10.186748961625058,1,1,1,1,-1,0,-1.0,-1,0,1,18.547742708749503,13.954017755520143,-19.999999999999996,-16.666666666666675
1988,DELAWARE,43.75881040413072,15.754749594619643,6.632989690129398,8.554350704221703,4.592937964534705,12.016024530442326,9.213957273863027,1,1,0,1,-1,0,-1.0,-1,0,1,14.676119493425443,12.48721968509303,-37.93103448275862,-8.823529411764696
1988,FLORIDA,38.747928354148414,15.80325050847291,7.004144125439815,8.223145425767807,6.209724966891139,13.063279541511207,10.088152741953493,1,1,1,1,-1,0,-1.0,-1,0,1,12.754644458680332,11.987947485472406,-7.936507936507942,-8.62068965517241
1988,GEORGIA,39.796383655239644,14.602052824624522,6.711751902422058,7.394031848917093,4.457725541328106,9.728884139252681,13.768647514266918,1,1,1,1,-1,0,-1.0,-1,0,1,13.11219788787299,14.558298148749603,-7.936507936507942,-5.1724137931034475
1988,HAWAII,54.80627598015892,17.35967826499818,7.016284913106374,9.665251751441662,6.829792622884989,11.610211332371701,6.9371402542548255,1,1,1,1,-1,0,-1.0,-1,0,1,14.247846255798535,10.277703959606699,-18.867924528301884,-26.190476190476186
1988,IDAHO,36.71217714936695,12.201729239744763,7.104161312565593,4.759448993118731,5.386322372402663,7.951727558274091,0.2675822874733669,1,0,0,0,-1,0,-1.0,-1,0,-1,13.572416036431644,7.877884024914472,14.864864864864868,-29.761904761904756
1988,ILLINOIS,48.95072300364114,13.19139725465912,5.768069083643779,7.018496447301881,5.638695283110451,9.02973346558531,5.204160906879274,1,1,0,0,-1,0,-1.0,-1,0,1,14.04398289554063,10.72781385281385,-10.22727272727273,-16.666666666666664
1988,INDIANA,39.87400887506799,11.820091319294157,5.629010967926273,5.861155277926211,4.979275379355119,8.96949365946995,3.5417269374855787,1,1,0,0,-1,0,-1.0,-1,0,1,12.820882607441586,11.300160513643664,-18.518518518518523,-21.212121212121204
1988,IOWA,55.14848114008251,9.789952463215922,5.511236614308013,4.0552229186248345,5.204965296693809,7.630907982143276,0.6720322371441378,1,0,0,0,-1,0,-1.0,-1,0,-1,9.228484548476068,9.416589291241095,-12.328767123287665,-27.419354838709676
1988,KANSAS,43.27249829781352,9.910580976834993,5.319942035124514,4.35875566678483,2.603845174699826,6.088021014561984,4.180456268336585,0,1,0,1,-1,0,-1.0,-1,0,-1,8.819851247284927,9.879221812396043,4.0000000000000036,-13.461538461538469
1988,KENTUCKY,44.14623218821146,11.590692710461692,5.124341901162532,6.151145103366074,6.692524812100142,10.595245239165084,1.5648784606602684,1,1,0,0,-1,0,-1.0,-1,0,1,15.139075067024121,7.425074250742503,6.976744186046502,-21.739130434782606
1988,LOUISIANA,44.80870767605027,-4.7914032633447405,3.6345286630563134,-8.13042914856692,3.699026314628684,4.112143594325235,1.58404783536934,1,0,0,0,-1,0,-1.0,-1,0,1,8.855876559422192,4.101161995898828,16.216216216216228,-20.31250000000001
1988,MAINE,44.228981296531686,14.98730332186926,7.372610492006992,7.091839152433699,7.542554195639184,14.504782164452855,8.956851436992697,1,1,1,1,-1,0,-1.0,-1,0,-1,16.21307787212425,15.498742665549026,-7.017543859649134,-26.923076923076927
1988,MARYLAND,48.53556976888299,16.234951008995992,7.413058584067866,8.213053925862823,6.910021977914993,12.594264739305562,10.68099070387638,1,1,1,1,-1,0,-1.0,-1,0,1,14.278639815120497,13.879315746600662,-5.999999999999995,-12.765957446808518
1988,MASSACHUSETTS,53.98258893318696,13.71374692591505,5.769902902773927,7.510495712984899,5.937404061583473,12.739388139555885,11.132312573067793,1,1,1,1,-1,0,-1.0,-1,0,1,17.661965623622745,15.331342524938062,-7.142857142857151,-12.82051282051282
1988,MICHIGAN,46.02195003994486,12.529632801233248,4.890929127203991,7.28252074568394,4.1564439834606,5.3472996436077835,6.0444256661814855,1,0,0,1,-1,0,-1.0,-1,0,1,9.812363449428085,14.325595063179541,-18.0952380952381,-14.117647058823534
1988,MINNESOTA,53.55085992524404,12.650697502059094,6.03462723398156,6.239537442309451,4.041263733390554,9.083364054863917,4.784950603319005,1,1,0,1,-1,0,-1.0,-1,0,1,10.158750078433831,11.051494669361016,-13.33333333333333,-17.307692307692314
1988,MISSISSIPPI,39.478917044817216,10.01028244119957,5.098564505497327,4.673439602921814,2.367876822288939,9.07939105913902,3.021145734666364,0,1,0,0,-1,0,-1.0,-1,0,1,13.732326166957186,8.53479083455959,10.576923076923084,-24.347826086956527
1988,MISSOURI,48.00308831902278,13.520603512099449,5.888020437470809,7.208164854810795,4.403925207715664,8.526254885733842,4.277998451496257,1,1,0,0,-1,0,-1.0,-1,0,1,10.577449370552827,11.546973975425479,-5.88235294117646,-9.37500000000001
1988,MONTANA,47.01181027861571,10.149623188881218,6.778768788555478,3.1568582767617093,-0.8718485240117313,-0.1707824314460038,-3.337593524509408,0,0,0,0,-1,0,-1.0,-1,0,1,7.3374588121835504,6.368610018806642,5.3333333333333455,-20.253164556962034
1988,NEBRASKA,39.4459145058286,10.335558183722316,6.0377246975166,4.053117415019725,5.685698565693675,5.955591356424894,1.6235518830710394,1,0,0,1,-1,0,-1.0,-1,0,-1,12.061058251762603,9.397933203534524,0.0,-28.260869565217394
1988,NEVADA,39.18141083541434,18.527146663016847,9.258292984465433,8.48343263048168,8.775048037331867,15.906664521695891,10.13759750013088,1,1,1,1,-1,0,-1.0,-1,0,-1,13.204538485127259,10.467479674796753,-18.421052631578938,-19.354838709677423
1988,NEW HAMPSHIRE,36.76636727286612,12.758077423710844,5.52914114329397,6.850180151282559,6.186865846250766,18.325854245531346,16.41947864324664,1,1,1,1,-1,0,-1.0,-1,0,-1,15.309408114279034,16.06305632941496,-45.23809523809524,8.69565217391306
1988,NEW JERSEY,43.098842386464824,15.275401718018756,6.821743051941254,7.913799592248738,7.374354156881169,14.756009710476237,10.194164857608712,1,1,1,1,-1,0,-1.0,-1,0,1,17.02465347582267,13.131434043571932,-20.6896551724138,-13.636363636363647
1988,NEW MEXICO,47.490084259514646,4.4191451766991685,5.284055215023931,-0.821501448209172,1.9753746528242022,2.1677101585140246,2.7631976328556185,0,0,0,1,-1,0,-1.0,-1,0,-1,8.085274378207652,8.936865645965941,14.634146341463428,-25.531914893617024
1988,NEW YORK,53.42205263918794,15.794547892381573,6.130575444666109,9.105738291934573,5.770657926319767,10.274254893545365,5.338217099020537,1,1,0,0,-1,0,-1.0,-1,0,1,16.254535305609828,13.753254174868236,-14.70588235294118,-21.42857142857142
1988,NORTH CAROLINA,41.84246213144999,15.250551454781824,7.071392118755537,7.63897729746017,5.796263025024073,10.791400669253992,10.433940677001186,1,1,1,1,-1,0,-1.0,-1,0,1,15.174000148400978,13.60532748883081,-15.873015873015872,-30.188679245283012
1988,NORTH DAKOTA,43.40464427213233,3.523715877450484,5.709813168769551,-2.068017363561958,-8.039559128353002,-5.650160872635956,-6.220102736197585,0,0,0,0,-1,0,-1.0,-1,0,1,-2.475845410628019,6.589427950760318,-1.85185185185186,-13.20754716981133
1988,OHIO,44.525935349749254,12.190028688438105,5.215829015125051,6.628470011209542,3.8177159619647627,6.836563266362616,4.537819732272541,1,0,0,1,-1,0,-1.0,-1,0,-1,11.759528806445063,11.177178985398161,-7.86516853932585,-28.395061728395067
1988,OKLAHOMA,41.61018772755833,3.3872533309923236,4.325082926895107,-0.8989492934886711,4.808220882667502,3.034371269168057,-3.60675557678386,1,0,0,0,-1,0,-1.0,-1,0,1,6.7748869616781615,5.720554815453327,19.718309859154925,-24.096385542168687
1988,OREGON,52.383680797597954,14.38736719672371,7.208663136155025,6.696011171645444,6.281300339368512,9.835503707558924,4.451452816607948,1,1,0,0,-1,0,-1.0,-1,0,1,12.11823351821948,9.814957594448725,-21.739130434782606,-20.28985507246377
1988,PENNSYLVANIA,48.83045300466226,14.172658498209767,6.425127789910379,7.279794602261114,4.862778351662245,10.608603996730427,4.349268958716546,1,1,0,0,-1,0,-1.0,-1,0,-1,14.097531767680138,11.713117800074313,-21.68674698795181,-21.875
1988,RHODE ISLAND,55.87787055331063,14.41661055226513,6.349942980387557,7.585022940130015,6.942821115426012,11.661760396117549,11.949054192354215,1,1,1,1,-1,0,-1.0,-1,0,-1,15.773828347353103,13.658256056358287,-14.28571428571429,-26.190476190476186
1988,SOUTH CAROLINA,37.927854435581686,13.600246052116338,6.37343537402022,6.793811493147572,5.158815195780786,12.870208572259155,8.513795051876617,1,1,1,1,-1,0,-1.0,-1,0,1,14.219924052678357,11.917894927208605,-6.25,-26.66666666666666
1988,SOUTH DAKOTA,46.8076211914141,12.331883770612428,7.859011719971565,4.146961834077922,0.802296049444351,2.8998104258300517,5.132265128956526,0,0,0,1,-1,0,-1.0,-1,0,1,9.841869247108814,7.139244774106546,-2.1739130434782483,-9.090909090909093
1988,TENNESSEE,41.781359498029225,13.687291542223011,6.347994816216396,6.901208376039358,4.683364478852825,12.080067617917933,7.149521414656923,1,1,1,1,-1,0,-1.0,-1,0,1,15.01006347731848,13.206555078433091,-2.500000000000002,-24.675324675324685
1988,TEXAS,43.65366706886273,5.169722393468312,4.854277914270422,0.30084082926571387,5.9885825471679865,5.572248822413406,2.1469964811895004,1,0,0,1,-1,0,-1.0,-1,0,1,7.395854994108264,6.503764949062463,45.3125,-22.580645161290324
1988,UTAH,32.612125168099276,11.711526673257344,6.1664687682353225,5.222984214655435,5.2977984486636265,5.994123227420012,4.197851008382858,1,0,0,1,-1,0,-1.0,-1,0,-1,9.66564340828009,9.73233794610342,3.1746031746031855,-28.787878787878785
1988,VERMONT,48.218286923275556,13.95426097046899,6.2972954402155334,7.20334934068001,8.668483449341258,18.153851960895317,10.506063797616182,1,1,1,1,-1,0,-1.0,-1,0,-1,15.13185728388098,14.973652209160914,-4.444444444444451,-27.90697674418604
1988,VIRGINIA,39.64105394241759,16.03514284178431,7.03753498361972,8.406030519613061,5.198506383541823,11.475075566562932,10.31117966100683,1,1,1,1,-1,0,-1.0,-1,0,1,13.83241841105145,13.215407731184259,-7.547169811320742,-18.36734693877552
1988,WASHINGTON,50.80771175458582,14.200060239908252,6.371399978398262,7.359741681598453,6.045529187303922,10.835191127038367,5.508999696819528,1,1,1,0,-1,0,-1.0,-1,0,1,10.65527423509456,10.742364155012861,-6.896551724137923,-24.691358024691358
1988,WEST VIRGINIA,52.376893197620575,8.772710275718643,5.064076996523803,3.5298775615927536,7.417023098152353,7.644045156992729,-0.3229484603458288,1,0,0,0,-1,0,-1.0,-1,0,1,12.412571934484284,9.193735498839906,-16.901408450704213,-17.948717948717952
1988,WISCONSIN,51.82346629456104,11.588844766838236,5.452301392159953,5.819259792024334,6.117984380995289,9.202703459276718,5.043431786971175,1,0,0,1,-1,0,-1.0,-1,0,1,10.658413821248814,10.666164847572457,-8.450704225352112,-35.38461538461538
1988,WYOMING,38.575123577422694,-9.710411835766442,0.7011048005033826,-10.33902920617985,6.340604806180061,3.726253874890695,-3.429589032683944,1,0,0,0,-1,0,-1.0,-1,0,-1,4.650031278237288,5.93476179957293,36.92307692307693,-28.888888888888886
1992,ALABAMA,46.178873540097015,13.092535494766944,5.835161002211131,6.857243305373895,4.294697238011724,7.219481796997362,1.525800684786227,1,0,0,0,-1,-1,-1.25,0,0,1,10.856818611689057,14.876511914246393,-2.777777777777779,4.225352112676073
1992,ALASKA,43.42573796132983,13.895432328062984,-0.022570224165530117,13.92114458576792,1.2752987831798457,-9.111857196479967,3.3365178103248905,0,0,0,1,-1,-1,-1.25,0,0,-1,4.424245035109631,13.677766895200794,-5.1948051948051965,16.216216216216207
1992,ARIZONA,48.69809601698806,13.176891781540512,5.8119896473949995,6.960366361778214,10.17282154790118,10.631164505681534,1.6795770655495978,1,0,0,0,-1,-1,-1.25,0,0,-1,5.691854759568193,7.97182747444527,-10.344827586206895,43.13725490196079
1992,ARKANSAS,59.992267066122515,12.675286803869334,5.129819495474064,7.177285516713083,5.941141301308872,10.706756981495058,3.099744198116694,1,1,0,0,-1,-1,-1.25,0,0,1,12.419641635891132,12.286899093841196,-2.73972602739726,-5.555555555555558
1992,CALIFORNIA,58.51672876937908,14.372634395681573,6.076924318122323,7.820466261522263,-0.16585822027735952,-1.5971695929899332,6.817431898358128,0,0,0,1,-1,-1,-1.25,0,0,1,5.552711193856186,9.589390461616931,28.000000000000004,46.26865671641791
1992,COLORADO,52.80206552282498,14.00594706975895,5.852170622098307,7.702984643338451,6.915943031567484,9.137154583532459,3.5543782021425274,1,0,0,0,-1,-1,-1.25,0,0,1,8.925603183397968,12.526214362636745,-12.06896551724138,19.6078431372549
1992,CONNECTICUT,54.12511670742668,15.830171205697763,6.76426379899262,8.49151868248137,1.3669903963849261,-1.1088866075348647,1.7883753084926512,0,0,0,0,-1,-1,-1.25,0,0,-1,8.206410547851783,11.188811188811187,80.0,30.35714285714286
1992,DELAWARE,55.19799270472529,17.78551953233769,9.490286752967902,7.576227102304989,0.921665831151719,4.98427806577717,9.696091392928574,0,1,0,1,-1,-1,-1.25,0,0,1,6.324276459896527,13.379128137384422,100.0,-20.63492063492063
