year,state,gdp_mt_2,gdp_mt_1
1992,IOWA,3.962575166713189,6.208752144607987
1992,KANSAS,1.8448019614706768,2.3032000155340793
1992,KENTUCKY,4.477581024209587,3.105834297486032
1992,LOUISIANA,-8.20741866280079,3.596274049406434
1992,MAINE,-2.2346864077843365,-1.1904149975417666
1992,MARYLAND,-3.524676918823455,0.27514376336195134
1992,MASSACHUSETTS,-1.8379342678716992,-3.2028587963592314
1992,MICHIGAN,0.6727434192712378,-1.4442723593444562
1992,MINNESOTA,3.096392329212705,1.8344655093919027
1992,MISSISSIPPI,5.884184322497887,1.4136096421665911
1992,MISSOURI,2.789017675241645,-0.008830759945122058
1992,MONTANA,4.5444466350172075,5.922928431997954
1992,NEBRASKA,6.263826341184275,6.764888137150926
1992,NEVADA,-0.6765137800399446,2.4834538413697205
1992,NEW HAMPSHIRE,3.996372079726651,-6.322711233251265
1992,NEW JERSEY,-0.0899364143688186,1.482149468097016
1992,NEW MEXICO,12.444697012037697,2.40788443322002
1992,NEW YORK,-2.980175462761492,-0.34360444976384574
1992,NORTH CAROLINA,2.121004078955724,1.1091433498345404
1992,NORTH DAKOTA,7.618987666086774,12.495847031719997
1992,OHIO,2.359004125980979,2.5790373899645225
1992,OKLAHOMA,0.6042166973148744,1.400919897649433
1992,OREGON,0.9695850148230933,2.6611619831799604
1992,PENNSYLVANIA,2.0043422326919913,2.7086057806807062
1992,RHODE ISLAND,-2.8230560048196796,0.6326421150486539
1992,SOUTH CAROLINA,0.7620285371550128,3.910181804976154
1992,SOUTH DAKOTA,8.333802900056986,7.177215024376493
1992,TENNESSEE,8.212080427921542,-1.0012939505068874
1992,TEXAS,1.42789561702088,3.4341176304949483
1992,UTAH,1.6141248234374794,4.060594286701358
1992,VERMONT,0.4550236661540863,3.4980869842763607
1992,VIRGINIA,-1.5243278586332232,2.09992908165324
1992,WASHINGTON,0.5611225611666271,5.213150440218661
1992,WEST VIRGINIA,4.076796676858696,3.7025931084989194
1992,WISCONSIN,4.329384001358516,2.2676807127784526
1992,WYOMING,1.958077700598948,7.41206555559093
1996,ALABAMA,5.186809425414762,2.923369343403892
1996,ALASKA,3.236395497053346,-2.2765335240983786
1996,ARIZONA,7.450338380887511,6.364073579384799
1996,ARKANSAS,5.470472586770314,5.484843065949718
1996,CALIFORNIA,6.321255192425768,-0.1684884055153435
1996,COLORADO,5.848428124766292,6.899900790212055
1996,CONNECTICUT,8.345616380474485,0.5068291829504856
1996,DELAWARE,2.7429761581615253,2.449754175469532
1996,FLORIDA,4.550757434048447,4.361214884387632
1996,GEORGIA,7.542649560410308,6.780509174593785
1996,HAWAII,-3.6360251434677693,-4.281498087441282
1996,IDAHO,6.534265707651121,9.833635386222973
1996,ILLINOIS,5.121321126303036,6.520999645123937
1996,INDIANA,5.239721781475248,7.076834354555461
1996,IOWA,7.62787651262149,7.206933442784824
1996,KANSAS,4.066461034822599,3.8456649291120693
1996,KENTUCKY,5.447932170957981,6.959982312006052
1996,LOUISIANA,5.180228895619288,9.5109451132384
1996,MAINE,5.0496216532929905,2.903360791114906
1996,MARYLAND,2.273892770878172,3.3528083021432176
1996,MASSACHUSETTS,7.60344364269403,4.214959464825996
1996,MICHIGAN,2.1071301145742183,10.627941795900986
1996,MINNESOTA,7.213204414974861,3.615653292731391
1996,MISSISSIPPI,5.803223339527719,8.750432554657328
1996,MISSOURI,7.2256256271689745,5.2802926988869014
1996,MONTANA,-0.5957007881327803,3.7820844221590155
1996,NEBRASKA,5.344727346803868,6.628807110565016
1996,NEVADA,3.8798912442442157,7.24855557392623
1996,NEW HAMPSHIRE,12.590817015127854,3.4167974415213243
1996,NEW JERSEY,5.091244438529752,1.5539760861993823
1996,NEW MEXICO,1.8898815683514147,17.72997920863071
1996,NEW YORK,5.578353113644163,0.7112745187174419
1996,NORTH CAROLINA,4.4090521129094284,6.349224343195203
1996,NORTH DAKOTA,8.78436564790368,5.0483332088924415
1996,OHIO,6.206559366531783,5.7432827725123925
1996,OKLAHOMA,5.189755660390838,2.965940360174235
1996,OREGON,16.824138804209632,7.608935713427578
1996,PENNSYLVANIA,5.544063155830359,3.4268502649195343
1996,RHODE ISLAND,3.8397510522868883,1.6808316342072915
1996,SOUTH CAROLINA,4.270648376282593,6.856712620705929
1996,SOUTH DAKOTA,5.349155413528872,8.691108785001077
1996,TENNESSEE,3.0219177285178755,6.8200438589527845
1996,TEXAS,6.806471211824561,4.646697015157497
1996,UTAH,11.717613620372225,6.465992043742808
1996,VERMONT,2.92383327026684,2.5534994364119434
1996,VIRGINIA,4.7360637196361965,4.087348768183063
1996,WASHINGTON,2.3715117638598127,1.906340284467145
1996,WEST VIRGINIA,4.829260350683118,8.537376804034835
1996,WISCONSIN,4.960429482185402,7.0555457447790015
1996,WYOMING,4.005358670206682,2.3521495868165987
2000,ALABAMA,3.9959717233539527,100.01408523595545
2000,ALASKA,-5.336955334238214,126.39874462427056
2000,ARIZONA,7.7465813162599595,85.3206827901539
2000,ARKANSAS,4.1931370027251,94.28035741581897
2000,CALIFORNIA,12.086725343096605,93.66162799291192
2000,COLORADO,9.794302143368029,114.56951203407542
2000,CONNECTICUT,8.56718218159287,100.47633917260677
2000,DELAWARE,8.841553035429172,134.64942502240876
2000,FLORIDA,5.48854383074211,113.11669012098866
2000,GEORGIA,5.680831973488942,110.04948014948522
2000,HAWAII,2.8770288214865936,96.72898313965233
2000,IDAHO,17.491293074527103,57.25661810779905
2000,ILLINOIS,6.1690230468481655,113.02967657459484
2000,INDIANA,5.867270100590316,109.26430059567748
2000,IOWA,5.913376193574726,95.70817933887132
2000,KANSAS,4.110059975380764,113.09929253806902
2000,KENTUCKY,-1.1010285927964825,114.43302385017336
2000,LOUISIANA,-1.6087723783233754,169.87212364319203
2000,MAINE,8.311315978012823,106.22952682789055
2000,MARYLAND,6.010779735846472,120.03270287248071
2000,MASSACHUSETTS,12.079611928783551,93.27443743458998
2000,MICHIGAN,6.848393059792768,103.86605724510764
2000,MINNESOTA,8.095899672459584,101.08318211718479
2000,MISSISSIPPI,1.805289059745041,99.0772122086619
2000,MISSOURI,4.005487624815252,118.24218189416959
2000,MONTANA,1.6697305860748912,152.05421097990254
2000,NEBRASKA,4.82210861225949,102.09543514556975
2000,NEVADA,2.429213554815557,130.9267464796515
2000,NEW HAMPSHIRE,7.152592868827234,88.57366586055267
2000,NEW JERSEY,6.885999829372991,118.81857316566942
2000,NEW MEXICO,5.404807325725902,102.6727088773328
2000,NEW YORK,8.10265730294606,129.28988663271764
2000,NORTH CAROLINA,5.536357003535297,116.57281777790884
2000,NORTH DAKOTA,5.250685385007836,95.65576046469823
2000,OHIO,4.119218062270313,118.00342024781133
2000,OKLAHOMA,4.135589587386224,111.09703274957306
2000,OREGON,8.315482915170392,51.4990765524729
2000,PENNSYLVANIA,5.406865452515541,123.12534597235727
2000,RHODE ISLAND,5.831029519421049,114.79776193634433
2000,SOUTH CAROLINA,4.811041329331189,105.61679492283518
2000,SOUTH DAKOTA,9.701951378985264,71.08279379530514
2000,TENNESSEE,2.0307802481412507,106.42090297011295
2000,TEXAS,3.532312483069666,126.6288638171754
2000,UTAH,4.125757840032462,125.68709782311447
2000,VERMONT,9.630372087115212,77.99230607464847
2000,VIRGINIA,7.3603674260061425,117.15575021818543
2000,WASHINGTON,5.406349097360219,148.36833064181465
2000,WEST VIRGINIA,3.5279239660095163,143.20361347419143
2000,WISCONSIN,5.602453142484842,105.13688822582345
2000,WYOMING,6.696404699977121,146.79911573887588
2004,ALABAMA,8.869372817615995,1.4002477898146015
2004,ALASKA,-0.13162471412719867,6.624855946403785
2004,ARIZONA,5.686045961112796,1.2563742872950368
2004,ARKANSAS,7.707428256558413,2.3808229701937966
2004,CALIFORNIA,5.330537691575521,-1.0204896352612347
2004,COLORADO,0.3729917194263077,-2.04822658276006
2004,CONNECTICUT,6.579060310370344,-1.1207194530095554
2004,DELAWARE,3.103021163572972,-2.482645734411082
2004,FLORIDA,6.82711220752743,3.2254374776387262
2004,GEORGIA,4.102734229113225,-0.8988382573992593
2004,HAWAII,8.14009924572816,-0.17885328503663978
2004,IDAHO,6.042959768056155,-3.543604232710673
2004,ILLINOIS,3.989990330275317,0.32302058464432903
2004,INDIANA,7.068293905138612,-0.5829099940944604
2004,IOWA,12.782385753830061,0.9488515723182767
2004,KANSAS,1.9680238281578388,1.152622541926407
2004,KENTUCKY,4.351889070376824,1.712308848147126
2004,LOUISIANA,7.895297986468264,2.9915075481713016
2004,MAINE,5.133380110827246,3.460916140135306
2004,MARYLAND,5.265084081940463,5.290002418096207
2004,MASSACHUSETTS,4.6322427535910204,0.36028395051170836
2004,MICHIGAN,2.3621808253727172,-1.0081736558830157
2004,MINNESOTA,7.241861330438426,0.5531224233309651
2004,MISSISSIPPI,5.556451784396144,0.19518219594774067
2004,MISSOURI,3.6410115840692203,-0.0873372124959193
2004,MONTANA,7.1505431761435645,3.1405901277262727
2004,NEBRASKA,7.288789885609304,2.813584746637532
2004,NEVADA,6.808102498981516,-2.901269618811908
2004,NEW HAMPSHIRE,6.530499849850169,2.3361339683452442
2004,NEW JERSEY,1.8283312074959035,1.3396595361134134
2004,NEW MEXICO,9.4895809338861,1.253496653551145
2004,NEW YORK,3.250835723040746,0.5585799029779182
2004,NORTH CAROLINA,3.8403563151821363,-0.773405342978295
2004,NORTH DAKOTA,6.490912292877882,7.057458108478931
2004,OHIO,3.6593441207126265,0.2492939098971858
2004,OKLAHOMA,4.10321724454088,4.636153571894597
2004,OREGON,7.688805389778008,-1.294397389638502
2004,PENNSYLVANIA,4.597797339175735,2.62745756695959
2004,RHODE ISLAND,6.110775984801919,2.986326058766031
2004,SOUTH CAROLINA,3.0847678145084156,1.3050854077575558
2004,SOUTH DAKOTA,3.120776288717275,10.953002755120856
2004,TENNESSEE,6.02448618210909,1.4573193684763952
2004,TEXAS,2.9750347880837413,1.207484160428507
2004,UTAH,4.37831195743672,-0.44368567709636153
2004,VERMONT,8.51079613609642,5.738374818105507
2004,VIRGINIA,4.957107083191947,2.1640502757947377
2004,WASHINGTON,1.8621809415968693,-3.4815481500799272
2004,WEST VIRGINIA,1.4901348780587131,1.9854289615855114
2004,WISCONSIN,5.1653305251234904,2.1461620722650343
2004,WYOMING,4.54289030730215,7.295936629242616
2008,ALABAMA,-2.0608710339555136,3.7768726296981914
2008,ALASKA,2.349762074766204,9.008208023655495
2008,ARIZONA,-1.6784614471006098,5.210323489107482
2008,ARKANSAS,-3.5779906428415553,3.889215169167559
2008,CALIFORNIA,1.3162919286421992,6.845557282781134
2008,COLORADO,1.6192597264909958,3.6355943507690114
2008,CONNECTICUT,3.0124861805074232,5.69749407178326
2008,DELAWARE,-5.940695174202881,-2.4203523388741877
2008,FLORIDA,-4.7340559015253465,4.689547160496721
2008,GEORGIA,-5.217411003840688,1.248323977722654
2008,HAWAII,0.745246245172293,5.595143497939703
2008,IDAHO,0.20005109528218323,5.371449522303973
2008,ILLINOIS,-0.5569277285081387,3.694023035895455
2008,INDIANA,0.18028571172326036,1.319858399529683
2008,IOWA,1.1138424723206475,3.680441983750904
2008,KANSAS,5.315088558474246,8.062071570397379
2008,KENTUCKY,-2.6811422588470912,4.836057403910976
2008,LOUISIANA,-8.27141862324996,11.614085333314206
2008,MAINE,-1.9432905960671265,1.430948472972604
2008,MARYLAND,1.8883589807716206,3.8371937631453745
2008,MASSACHUSETTS,3.9458732013408326,4.375065828580915
2008,MICHIGAN,-5.580639110474062,0.40708067985499863
2008,MINNESOTA,-0.19313254099418975,1.6856262852795734
2008,MISSISSIPPI,1.30608156177483,4.2113444694767965
2008,MISSOURI,0.9230241679984319,1.2075415776933607
2008,MONTANA,2.3594346909766584,5.9965534781455165
2008,NEBRASKA,0.8390537903085526,5.393104124571346
2008,NEVADA,-6.93897395986991,4.431400582687806
2008,NEW HAMPSHIRE,-1.7264249821390631,2.0017873086690674
2008,NEW JERSEY,2.862151395721302,3.375561461512455
2008,NEW MEXICO,-1.3851110856559545,0.5556658176176787
2008,NEW YORK,-1.3236136743031035,5.187688850793171
2008,NORTH CAROLINA,-0.610536736290801,7.0062618811979505
2008,NORTH DAKOTA,10.597800550038873,7.3674340755164325
2008,OHIO,-1.8284370790473181,1.8843105290494266
2008,OKLAHOMA,4.065797121249015,8.56818668471664
2008,OREGON,1.7960565699231212,6.261041575304294
2008,PENNSYLVANIA,4.6082556849771805,1.3884525523162106
2008,RHODE ISLAND,-3.6605838037629512,5.8542288735914605
2008,SOUTH CAROLINA,-2.004789173846866,2.097867808597842
2008,SOUTH DAKOTA,5.345348322957433,4.361158566674761
2008,TENNESSEE,-2.648611238967824,2.4147735124873337
2008,TEXAS,0.2821023873291084,6.155052196802435
2008,UTAH,-0.5671338884258526,9.549801899217103
2008,VERMONT,2.1143855191441796,0.5368068637964463
2008,VIRGINIA,0.6075820447376978,4.094110770539983
2008,WASHINGTON,4.784196434369403,7.11650194952691
2008,WEST VIRGINIA,1.7366226776806215,3.5565943303359937
2008,WISCONSIN,-1.7198258855867454,3.5207008335034873
2008,WYOMING,8.514495585853732,16.20599027390508
2012,ALABAMA,1.7977425276842984,-2.5901122816045175
2012,ALASKA,4.285655893476337,2.576982864411992
2012,ARIZONA,1.9069975310570975,-9.138466713534344
2012,ARKANSAS,1.6047456536112392,-2.431201026501928
2012,CALIFORNIA,2.076393417398048,-3.1355223323604964
2012,COLORADO,0.4390079801516178,-4.242721489800571
2012,CONNECTICUT,-1.8487437129672046,-6.089016423806182
2012,DELAWARE,1.1496887661671673,1.4652188112164843
2012,FLORIDA,-1.920172401537834,-6.6345732502312345
2012,GEORGIA,1.2415998492373737,-4.7778440430297
2012,HAWAII,0.9615119622612855,-3.484959341235949
2012,IDAHO,-1.501106896651172,-5.607599943154751
2012,ILLINOIS,3.69877238652061,-1.9135076552114216
2012,INDIANA,0.25904609254423505,-2.146158852338287
2012,IOWA,4.6947073245654725,-0.9410903894722322
2012,KANSAS,3.4857575449757983,-4.441011073274548
2012,KENTUCKY,1.5904881496486833,-1.3643080002794794
2012,LOUISIANA,-5.829375588637243,3.7745477993176735
2012,MAINE,-1.1844313410376728,-0.4244876025136457
2012,MARYLAND,0.4701662296814124,1.517597705853202
2012,MASSACHUSETTS,2.494721961173396,1.0971475648824391
2012,MICHIGAN,4.351792312837177,-3.3069718221347855
2012,MINNESOTA,2.610331664112664,-1.6421060542938237
2012,MISSISSIPPI,1.3961917443783278,-3.8648776936622053
2012,MISSOURI,-0.20197686458534037,-2.1804081089408567
2012,MONTANA,2.4037648917019316,-0.6592995806819602
2012,NEBRASKA,4.026273262204438,1.9781168428169016
2012,NEVADA,-1.9280113396511034,-8.912000001652787
2012,NEW HAMPSHIRE,1.4381175794920598,1.8613426581297166
2012,NEW JERSEY,0.11199675614155247,-4.8164669473038435
2012,NEW MEXICO,-0.7510653383565935,-1.8907694543208509
2012,NEW YORK,3.0476131150952046,6.305277586167324
2012,NORTH CAROLINA,-0.18959491604397805,-5.510291470288053
2012,NORTH DAKOTA,31.351002490019408,7.867767069909459
2012,OHIO,4.049076866609647,-2.6506197604411086
2012,OKLAHOMA,7.221266431415607,-3.516539817926212
2012,OREGON,1.524136537933174,-4.263518906866215
2012,PENNSYLVANIA,2.7513498019280824,-1.1077161874046282
2012,RHODE ISLAND,0.4017703697405839,1.59513249904919
2012,SOUTH CAROLINA,1.3688843177161125,-4.759643033950289
2012,SOUTH DAKOTA,6.444973499757611,1.1375221126863844
2012,TENNESSEE,5.008710532957439,-3.892476608853057
2012,TEXAS,4.987135917205521,-1.6019350434948731
2012,UTAH,1.6445510650769712,-4.298985419628254
2012,VERMONT,2.8708404204264903,2.041050443999337
2012,VIRGINIA,-0.9455319274366603,-0.1044468772248619
2012,WASHINGTON,2.7579739112179924,-2.757642272769223
2012,WEST VIRGINIA,1.5158575463548374,0.21780032652134462
2012,WISCONSIN,3.3014362950344323,-0.7947949758822959
2012,WYOMING,-5.038343747433283,-9.618845576912172
2016,ALABAMA,1.8304986078731655,-0.22287562196995347
2016,ALASKA,-0.6336916196033826,-7.8169323639752815
2016,ARIZONA,1.9639397416912008,-0.6455994319341518
2016,ARKANSAS,0.17392780556397813,2.437610830941672
2016,CALIFORNIA,6.070636138319063,4.988571640785611
2016,COLORADO,3.1130897608737884,4.682388210970423
2016,CONNECTICUT,3.6407222811800644,-2.1430525072550166
2016,DELAWARE,-4.7070879054836094,2.1806651123573495
2016,FLORIDA,3.824489007435572,2.0515768671138135
2016,GEORGIA,5.349390827121336,3.220935190511809
2016,HAWAII,4.160432004144954,0.7805232455456501
2016,IDAHO,1.6193828764405227,4.697413592169575
2016,ILLINOIS,1.5979304733531707,2.0204085156516394
2016,INDIANA,0.2531732246487728,4.502372086251105
2016,IOWA,1.5260363257171505,3.9551191122898732
2016,KANSAS,5.3422839499220665,1.9268894165403117
2016,KENTUCKY,0.9238333475261706,1.1964606612027584
2016,LOUISIANA,-3.677145796233483,-0.9567436594489998
2016,MAINE,2.7394324948682103,0.43112854706450765
2016,MARYLAND,5.201062743880858,0.901066822739871
2016,MASSACHUSETTS,4.303748416375552,0.4373443814276179
2016,MICHIGAN,3.91617859649811,2.4004342872237405
2016,MINNESOTA,1.807073326610631,3.832439189341974
2016,MISSISSIPPI,1.0127415757413827,-0.40742321304619855
2016,MISSOURI,0.5616514333489864,1.1185593486702006
2016,MONTANA,-0.5086316259873658,1.643321798653008
2016,NEBRASKA,2.879233932598879,3.604703238917284
2016,NEVADA,3.3278121804870775,-1.4414643187481202
2016,NEW HAMPSHIRE,4.047343268757619,1.7686093568266559
2016,NEW JERSEY,2.395520547741037,0.7150462271851676
2016,NEW MEXICO,0.06899684126933092,1.0903235316795934
2016,NEW YORK,3.7710505658982374,1.4855751156686248
2016,NORTH CAROLINA,2.173151110999094,1.9163525691139327
2016,NORTH DAKOTA,-10.439403844541772,5.983427478395353
2016,OHIO,1.4087200292324686,4.706849569092153
2016,OKLAHOMA,0.6651088429305396,6.612306423387282
2016,OREGON,5.889568783259214,2.0750920064209755
2016,PENNSYLVANIA,2.8265079518478675,3.1638090252099405
2016,RHODE ISLAND,1.0401607901721288,1.2219432065893487
2016,SOUTH CAROLINA,3.5411231177097546,2.3724448595805026
2016,SOUTH DAKOTA,1.0734522695731163,0.2516505100121913
2016,TENNESSEE,3.753317989128502,1.3252717687684656
2016,TEXAS,2.2978791055926484,4.121426228768299
2016,UTAH,4.2489220897858,2.7460105681406777
2016,VERMONT,1.9313738859002116,-1.0199028980176883
2016,VIRGINIA,1.497066022721949,-1.1626788624749196
2016,WASHINGTON,4.376627620928142,3.5897896572825383
2016,WEST VIRGINIA,0.24349249449058252,0.6717788339849262
2016,WISCONSIN,2.404604137088162,1.9039574836007267
2016,WYOMING,-3.808669183524449,0.6765082098017627
2020,ALABAMA,-2.535462905468344,2.8303430226094495
2020,ALASKA,-5.09601157029741,-1.0448763174265907
2020,ARIZONA,-1.3315867342181709,4.372652811669697
2020,ARKANSAS,-1.4581182349509336,2.0890295857911356
2020,CALIFORNIA,0.9375264644530201,8.087578630844705
2020,COLORADO,-0.9084488038104688,4.503737951899933
2020,CONNECTICUT,-5.178164078492231,2.9101072888131574
2020,DELAWARE,-1.4992226859967261,-3.732103083393301
2020,FLORIDA,-2.1454581841546694,3.8639629646676443
2020,GEORGIA,-2.2547584570600576,4.2755981991603464
2020,HAWAII,-10.546098317370422,3.7194788363765108
2020,IDAHO,-0.6152250477750587,4.331679991362147
2020,ILLINOIS,-3.6668704473290292,4.088118415134434
2020,INDIANA,-2.9790888501562973,4.536531112012887
2020,IOWA,-2.452270509245802,0.9531241040910965
2020,KANSAS,-1.3801021615435949,3.3986030801132605
2020,KENTUCKY,-1.640920312436045,1.6070662382767331
2020,LOUISIANA,-5.524823881106289,3.8055334587574707
2020,MAINE,0.24497384866268845,4.0958288643033525
2020,MARYLAND,-4.445247838014065,1.7823715087930125
2020,MASSACHUSETTS,-0.9832582617177121,4.909374276390088
2020,MICHIGAN,-4.535993150424112,3.0843910407861497
2020,MINNESOTA,-4.340525792662875,2.919590620099899
2020,MISSISSIPPI,-0.9130337772950692,0.1360947894978537
2020,MISSOURI,-1.5788503762138917,1.8883240607035168
2020,MONTANA,-2.6972792460174033,2.955430473169729
2020,NEBRASKA,0.02508644780172542,2.786202578179009
2020,NEVADA,-6.946050890651145,3.6422796065385787
2020,NEW HAMPSHIRE,-0.8093914480821196,1.805856337935996
2020,NEW JERSEY,-2.491535862980687,2.5953660070741513
2020,NEW MEXICO,1.257293844975238,2.014425664606434
2020,NEW YORK,-1.5520316212485064,4.393461128089782
2020,NORTH CAROLINA,-2.857283577771319,2.05926670157468
2020,NORTH DAKOTA,-3.0010575138764595,4.944107189050007
2020,OHIO,-1.6097669938506032,2.205187212427351
2020,OKLAHOMA,-4.181703111466318,1.847031501955021
2020,OREGON,-2.447917139341016,6.303536726479697
2020,PENNSYLVANIA,-2.669129137140036,2.099535369545813
2020,RHODE ISLAND,-1.849869743115451,-0.9153052502221204
2020,SOUTH CAROLINA,-2.0887645689395273,2.280961243830837
2020,SOUTH DAKOTA,-1.0085562777684687,-0.978583783882403
2020,TENNESSEE,-3.5065662938668307,2.084386719644993
2020,TEXAS,-2.2235795901892508,4.099448705544195
2020,UTAH,1.8662450195897407,6.50390171651285
2020,VERMONT,-3.0423327370094455,0.6380318758127723
